IU Barcode,Spreadsheet Name,Row,Reason for Failure
30000136845637,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2095,Title mismatch,"SS Title: Visually-Handicapped Child, the Partially Sighted
Filmdb Title: Visually-Handicapped Child, The Partially Sighted"
30000136845645,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2096,Title mismatch,"SS Title: Visually-Handicapped Child, the Partially Sighted
Filmdb Title: Visually-Handicapped Child, The Partially Sighted"
30000136813882,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2121,Title mismatch,"SS Title: Where Are We Going
Filmdb Title: Where are We Going"
30000136813890,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2122,Title mismatch,"SS Title: Where Are We Going
Filmdb Title: Where are We Going"
30000136815259,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2130,Title mismatch,"SS Title: To Live and Move According to Your Nature is Called Love
Filmdb Title: To Live and Move According to Your Nature Is Called Love"
30000136815267,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2131,Title mismatch,"SS Title: To Live and Move According to Your Nature is Called Love
Filmdb Title: To Live and Move According to Your Nature Is Called Love"
30000136751579,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2164,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136751587,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2165,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136763137,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2213,Title mismatch,"SS Title: LSD: Lettvin vs. Leary
Filmdb Title: LSD: Lettvin Vs. Leary"
30000136763145,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2214,Title mismatch,"SS Title: LSD: Lettvin vs. Leary
Filmdb Title: LSD: Lettvin Vs. Leary"
30000136763152,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2215,Title mismatch,"SS Title: LSD: Lettvin vs. Leary
Filmdb Title: LSD: Lettvin Vs. Leary"
30000136763160,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2216,Title mismatch,"SS Title: LSD: Lettvin vs. Leary
Filmdb Title: LSD: Lettvin Vs. Leary"
30000136937137,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2260,Title mismatch,"SS Title: Who Is: Victor Vasarely
Filmdb Title: Who is: Victor Vasarely"
30000136937145,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2261,Title mismatch,"SS Title: Who Is: Victor Vasarely
Filmdb Title: Who is: Victor Vasarely"
30000136942996,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2265,Title mismatch,"SS Title: From Pot to Psychedelics
Filmdb Title: From Pot To Psychedelics"
30000136943002,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2266,Title mismatch,"SS Title: From Pot to Psychedelics
Filmdb Title: From Pot To Psychedelics"
30000136943200,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2267,Title mismatch,"SS Title: From Pot to Psychedelics
Filmdb Title: From Pot To Psychedelics"
30000136943218,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2268,Title mismatch,"SS Title: From Pot to Psychedelics
Filmdb Title: From Pot To Psychedelics"
30000136750548,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2278,Title mismatch,"SS Title: Voices Of The String Quartet
Filmdb Title: Voices of the String Quartet"
30000136750555,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2279,Title mismatch,"SS Title: Voices Of The String Quartet
Filmdb Title: Voices of the String Quartet"
30000136810219,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2334,Title mismatch,"SS Title: The Whole World is Watching
Filmdb Title: The Whole World Is Watching"
30000136810227,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2335,Title mismatch,"SS Title: The Whole World is Watching
Filmdb Title: The Whole World Is Watching"
30000136810235,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2336,Title mismatch,"SS Title: The Whole World is Watching
Filmdb Title: The Whole World Is Watching"
30000136810243,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2337,Title mismatch,"SS Title: The Whole World is Watching
Filmdb Title: The Whole World Is Watching"
30000136830712,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2348,Title mismatch,"SS Title: The Whole World is Watching
Filmdb Title: The Whole World Is Watching"
30000136835414,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2365,Title mismatch,"SS Title: Anacostia: Museum in the Ghetto
Filmdb Title: Anacostia:  Museum in the Ghetto"
30000136835422,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2366,Title mismatch,"SS Title: Anacostia: Museum in the Ghetto
Filmdb Title: Anacostia:  Museum in the Ghetto"
30000136750621,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2368,Title mismatch,"SS Title: Edgar Kaiser: Maverick in Grey Flannel
Filmdb Title: Edgar Kaiser: Maverick In Grey Flannel"
30000136750662,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2369,Title mismatch,"SS Title: Edgar Kaiser: Maverick in Grey Flannel
Filmdb Title: Edgar Kaiser: Maverick In Grey Flannel"
30000136762105,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2427,Title mismatch,"SS Title: Low View From a Dark Shadow
Filmdb Title: Low View from a Dark Shadow"
30000136762113,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2428,Title mismatch,"SS Title: Low View From a Dark Shadow
Filmdb Title: Low View from a Dark Shadow"
30000136938176,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2438,Title mismatch,"SS Title: No Gun TowersNo Fences
Filmdb Title: No Gun TowersÉNo Fences"
30000136938184,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2439,Title mismatch,"SS Title: No Gun TowersNo Fences
Filmdb Title: No Gun TowersÉNo Fences"
30000136938192,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2440,Title mismatch,"SS Title: No Gun TowersNo Fences
Filmdb Title: No Gun TowersÉNo Fences"
30000136700691,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2470,Title mismatch,"SS Title: Building Blocks of Life
Filmdb Title: Building Blocks Of Life"
30000136700709,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2471,Title mismatch,"SS Title: Building Blocks of Life
Filmdb Title: Building Blocks Of Life"
30000136769720,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2508,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136769738,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2509,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136769761,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2512,Title mismatch,"SS Title: What Economics Is All About
Filmdb Title: What Economics is All About"
30000136769779,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2513,Title mismatch,"SS Title: What Economics Is All About
Filmdb Title: What Economics is All About"
30000136769787,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2514,Title mismatch,"SS Title: Fiscal Policy: Taxing, Government Spending, and the National Debt
Filmdb Title: Fiscal Policy: Taxing, Government Spending, And The National Debt"
30000136769795,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2515,Title mismatch,"SS Title: Fiscal Policy: Taxing, Government Spending, and the National Debt
Filmdb Title: Fiscal Policy: Taxing, Government Spending, And The National Debt"
30000136815069,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2541,Title mismatch,"SS Title: English _ Fact & Fancy #15
Filmdb Title: English Ð Fact & Fancy #15"
30000136815077,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2542,Title mismatch,"SS Title: English _ Fact & Fancy #15
Filmdb Title: English Ð Fact & Fancy #15"
30000136613811,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2687,Title mismatch,"SS Title: Choreographer at Work
Filmdb Title: A choreographer at work"
30000136613829,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2688,Title mismatch,"SS Title: Choreographer at Work
Filmdb Title: A choreographer at work"
30000136617598,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2690,Title mismatch,"SS Title: Ethnic Dance--Roundtrip to Trinidad
Filmdb Title: Ethnic Dance--Roundtrip To Trinidad"
30000136617606,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2691,Title mismatch,"SS Title: Ethnic Dance--Roundtrip to Trinidad
Filmdb Title: Ethnic Dance--Roundtrip To Trinidad"
30000136818170,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2698,Title mismatch,"SS Title: Ethnic Dance--Roundtrip to Trinidad
Filmdb Title: Ethnic Dance--Roundtrip To Trinidad"
30000136833815,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2702,Title mismatch,"SS Title: Great Performances in Dance
Filmdb Title: Great Performance in Dance"
30000136833823,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2703,Title mismatch,"SS Title: Great Performances in Dance
Filmdb Title: Great Performance in Dance"
30000136833831,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2704,Title mismatch,"SS Title: Great Performances in Dance
Filmdb Title: Great Performance in Dance"
30000136835679,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2715,Title mismatch,"SS Title: Ethnic Dance--Roundtrip to Trinidad
Filmdb Title: Ethnic Dance--Roundtrip To Trinidad"
30000136835687,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2716,Title mismatch,"SS Title: Ethnic Dance--Roundtrip to Trinidad
Filmdb Title: Ethnic Dance--Roundtrip To Trinidad"
30000136835695,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2717,Title mismatch,"SS Title: Ethnic Dance--Roundtrip to Trinidad
Filmdb Title: Ethnic Dance--Roundtrip To Trinidad"
30000136835877,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2721,Title mismatch,"SS Title: Choreographer at Work
Filmdb Title: A choreographer at work"
30000136835885,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2722,Title mismatch,"SS Title: Choreographer at Work
Filmdb Title: A choreographer at work"
30000136835893,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2723,Title mismatch,"SS Title: Choreographer at Work
Filmdb Title: A choreographer at work"
30000136925082,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2727,Title mismatch,"SS Title: Ethnic Dance--Roundtrip to Trinidad
Filmdb Title: Ethnic Dance--Roundtrip To Trinidad"
30000136925090,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2728,Title mismatch,"SS Title: Ethnic Dance--Roundtrip to Trinidad
Filmdb Title: Ethnic Dance--Roundtrip To Trinidad"
30000136614280,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2755,Title mismatch,"SS Title: Ad-Land Revisited
Filmdb Title: AD-Land Revisited"
30000136614298,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2756,Title mismatch,"SS Title: Ad-Land Revisited
Filmdb Title: AD-Land Revisited"
30000136842600,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2798,Title mismatch,"SS Title: Ad-Land Revisited
Filmdb Title: AD-Land Revisited"
30000136842618,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2799,Title mismatch,"SS Title: Ad-Land Revisited
Filmdb Title: AD-Land Revisited"
30000136939521,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2890,Title mismatch,"SS Title: Essay on Watergate
Filmdb Title: Essay On Watergate"
30000136939539,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2891,Title mismatch,"SS Title: Essay on Watergate
Filmdb Title: Essay On Watergate"
30000136939547,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2892,Title mismatch,"SS Title: Essay on Watergate
Filmdb Title: Essay On Watergate"
30000136939554,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2893,Title mismatch,"SS Title: Essay on Watergate
Filmdb Title: Essay On Watergate"
30000136939414,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2940,Title mismatch,"SS Title: A Tribute to Malcom X
Filmdb Title: A Tribute to Malcolm X"
30000136939422,FINAL_NET_Elements_SendtoDatabase_20180710.csv,2941,Title mismatch,"SS Title: A Tribute to Malcom X
Filmdb Title: A Tribute to Malcolm X"
30000136769415,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3256,Title mismatch,"SS Title: Bernini's Rome
Filmdb Title: Bernini'S Rome"
30000136769423,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3257,Title mismatch,"SS Title: Bernini's Rome
Filmdb Title: Bernini'S Rome"
30000136843418,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3264,Title mismatch,"SS Title: Bernini's Rome
Filmdb Title: Bernini'S Rome"
30000136939042,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3268,Title mismatch,"SS Title: Bernini's Rome
Filmdb Title: Bernini'S Rome"
30000136939059,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3269,Title mismatch,"SS Title: Bernini's Rome
Filmdb Title: Bernini'S Rome"
30000136751132,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3272,Title mismatch,"SS Title: God is Dead
Filmdb Title: God Is Dead"
30000136750381,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3350,Title mismatch,"SS Title: Prudhoe Bay--Or Bust!
Filmdb Title: Prudhoe Bay--or Bust!"
30000136750399,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3351,Title mismatch,"SS Title: Prudhoe Bay--Or Bust!
Filmdb Title: Prudhoe Bay--or Bust!"
30000136754789,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3354,Title mismatch,"SS Title: Chain of Life
Filmdb Title: The Chain of Life"
30000136754797,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3355,Title mismatch,"SS Title: Chain of Life
Filmdb Title: The Chain of Life"
30000136755588,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3356,Title mismatch,"SS Title: Chain of Life
Filmdb Title: The Chain of Life"
30000136755661,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3358,PO has 0 Titles in Filmdb,SS Title: Santa Barbara--Everybody's Mistake
30000136617481,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3372,Title mismatch,"SS Title: View of America From the 23rd Century
Filmdb Title: View of America from the 23rd Century"
30000136618067,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3417,Title mismatch,"SS Title: ...And the Meek Shall Inherit the Earth
Filmdb Title: ...And The Meek Shall Inherit the Earth"
30000136618125,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3418,Title mismatch,"SS Title: ...And the Meek Shall Inherit the Earth
Filmdb Title: ...And The Meek Shall Inherit the Earth"
30000136618133,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3419,Title mismatch,"SS Title: ...And the Meek Shall Inherit the Earth
Filmdb Title: ...And The Meek Shall Inherit the Earth"
30000136618141,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3420,Title mismatch,"SS Title: ...And the Meek Shall Inherit the Earth
Filmdb Title: ...And The Meek Shall Inherit the Earth"
30000136834144,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3421,Title mismatch,"SS Title: ...And the Meek Shall Inherit the Earth
Filmdb Title: ...And The Meek Shall Inherit the Earth"
30000136834151,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3422,Title mismatch,"SS Title: ...And the Meek Shall Inherit the Earth
Filmdb Title: ...And The Meek Shall Inherit the Earth"
30000136834599,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3423,Title mismatch,"SS Title: ...And the Meek Shall Inherit the Earth
Filmdb Title: ...And The Meek Shall Inherit the Earth"
30000136834607,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3424,Title mismatch,"SS Title: ...And the Meek Shall Inherit the Earth
Filmdb Title: ...And The Meek Shall Inherit the Earth"
30000136834615,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3425,Title mismatch,"SS Title: ...And the Meek Shall Inherit the Earth
Filmdb Title: ...And The Meek Shall Inherit the Earth"
30000136834623,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3426,Title mismatch,"SS Title: ...And the Meek Shall Inherit the Earth
Filmdb Title: ...And The Meek Shall Inherit the Earth"
30000136834631,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3427,Title mismatch,"SS Title: ...And the Meek Shall Inherit the Earth
Filmdb Title: ...And The Meek Shall Inherit the Earth"
30000136834649,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3428,Title mismatch,"SS Title: ...And the Meek Shall Inherit the Earth
Filmdb Title: ...And The Meek Shall Inherit the Earth"
30000136618224,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3455,Title mismatch,"SS Title: The Suicide Clinic: A Cry For Help
Filmdb Title: The Suicide Clinic: A Cry for Help"
30000136618232,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3456,Title mismatch,"SS Title: The Suicide Clinic: A Cry For Help
Filmdb Title: The Suicide Clinic: A Cry for Help"
30000136755380,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3469,Title mismatch,"SS Title: Anatomy of Violence
Filmdb Title: Anatomy of violence"
30000136755398,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3470,Title mismatch,"SS Title: Anatomy of Violence
Filmdb Title: Anatomy of violence"
30000136755505,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3471,Title mismatch,"SS Title: Anatomy of Violence
Filmdb Title: Anatomy of violence"
30000136755513,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3472,Title mismatch,"SS Title: Anatomy of Violence
Filmdb Title: Anatomy of violence"
30000136813411,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3495,Title mismatch,"SS Title: Anatomy of Violence
Filmdb Title: Anatomy of violence"
30000136813429,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3496,Title mismatch,"SS Title: Anatomy of Violence
Filmdb Title: Anatomy of violence"
30000136819558,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3497,Title mismatch,"SS Title: Anatomy of Violence
Filmdb Title: Anatomy of violence"
30000136819566,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3498,Title mismatch,"SS Title: Anatomy of Violence
Filmdb Title: Anatomy of violence"
30000136819574,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3499,Title mismatch,"SS Title: Anatomy of Violence
Filmdb Title: Anatomy of violence"
30000136819582,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3500,Title mismatch,"SS Title: Anatomy of Violence
Filmdb Title: Anatomy of violence"
30000136936485,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3504,Title mismatch,"SS Title: ESP: Human X Factor
Filmdb Title: Esp: Human X Factor"
30000136936493,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3505,Title mismatch,"SS Title: ESP: Human X Factor
Filmdb Title: Esp: Human X Factor"
30000136763939,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3526,PO has 0 Titles in Filmdb,SS Title: The Iron Horse
30000136763947,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3527,PO has 0 Titles in Filmdb,SS Title: The Iron Horse
30000136833567,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3542,PO has 0 Titles in Filmdb,SS Title: The Iron Horse
30000136833575,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3543,PO has 0 Titles in Filmdb,SS Title: The Iron Horse
30000136833583,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3544,PO has 0 Titles in Filmdb,SS Title: The Iron Horse
30000136920455,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3551,Title mismatch,"SS Title: You Can't Get There From Here
Filmdb Title: You Can't Get There from Here"
30000136920463,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3552,Title mismatch,"SS Title: You Can't Get There From Here
Filmdb Title: You Can't Get There from Here"
30000136750035,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3678,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136751736,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3684,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136751744,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3685,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136752460,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3687,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136764861,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3691,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136764879,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3692,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136839481,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3706,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136839499,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3707,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136843848,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3716,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136843855,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3717,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136618406,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3736,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136618414,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3737,"PO Generation Notes and Catalog Key were corrected, but Title was digitized - manually check Subject and Name Authority fields"
30000136619685,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3769,Title mismatch,"SS Title: Saul Bellow, The World of the Dangling Man
Filmdb Title: Saul Bellow, the World of the Dangling Man"
30000136619693,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3770,Title mismatch,"SS Title: Saul Bellow, The World of the Dangling Man
Filmdb Title: Saul Bellow, the World of the Dangling Man"
30000136758384,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3772,Title mismatch,"SS Title: Ralph Ellison, On Works in Progress
Filmdb Title: Ralph Ellison, on Works in Progress"
30000136758392,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3773,Title mismatch,"SS Title: Ralph Ellison, On Works in Progress
Filmdb Title: Ralph Ellison, on Works in Progress"
30000136758400,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3774,Title mismatch,"SS Title: Ralph Ellison, On Works in Progress
Filmdb Title: Ralph Ellison, on Works in Progress"
30000136769407,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3777,Title mismatch,"SS Title: Saul Bellow, The World of the Dangling Man
Filmdb Title: Saul Bellow, the World of the Dangling Man"
30000136839440,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3783,Title mismatch,"SS Title: Saul Bellow, The World of the Dangling Man
Filmdb Title: Saul Bellow, the World of the Dangling Man"
30000136921362,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3790,Title mismatch,"SS Title: Saul Bellow, The World of the Dangling Man
Filmdb Title: Saul Bellow, the World of the Dangling Man"
30000136921370,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3791,Title mismatch,"SS Title: Saul Bellow, The World of the Dangling Man
Filmdb Title: Saul Bellow, the World of the Dangling Man"
30000136938861,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3794,Title mismatch,"SS Title: Ralph Ellison, On Works in Progress
Filmdb Title: Ralph Ellison, on Works in Progress"
30000136938879,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3795,Title mismatch,"SS Title: Ralph Ellison, On Works in Progress
Filmdb Title: Ralph Ellison, on Works in Progress"
30000136612060,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3813,Title mismatch,"SS Title: Job Discrimination: Doing Something about It
Filmdb Title: Job Discrimination: Doing Something About It"
30000136612078,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3814,Title mismatch,"SS Title: Job Discrimination: Doing Something about It
Filmdb Title: Job Discrimination: Doing Something About It"
30000136612086,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3815,Title mismatch,"SS Title: Job Discrimination: Doing Something about It
Filmdb Title: Job Discrimination: Doing Something About It"
30000136612094,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3816,Title mismatch,"SS Title: Job Discrimination: Doing Something about It
Filmdb Title: Job Discrimination: Doing Something About It"
30000136612110,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3817,Title mismatch,"SS Title: Job Discrimination: Doing Something about It
Filmdb Title: Job Discrimination: Doing Something About It"
30000136612284,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3818,Title mismatch,"SS Title: Job Discrimination: Doing Something about It
Filmdb Title: Job Discrimination: Doing Something About It"
30000136612292,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3819,Title mismatch,"SS Title: Job Discrimination: Doing Something about It
Filmdb Title: Job Discrimination: Doing Something About It"
30000136612300,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3820,Title mismatch,"SS Title: Job Discrimination: Doing Something about It
Filmdb Title: Job Discrimination: Doing Something About It"
30000136612318,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3821,Title mismatch,"SS Title: Job Discrimination: Doing Something about It
Filmdb Title: Job Discrimination: Doing Something About It"
30000136616681,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3822,Title mismatch,"SS Title: Job Discrimination: Doing Something about It
Filmdb Title: Job Discrimination: Doing Something About It"
30000136616699,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3823,Title mismatch,"SS Title: Job Discrimination: Doing Something about It
Filmdb Title: Job Discrimination: Doing Something About It"
30000136610353,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3834,Title mismatch,"SS Title: Alternative Energy Source
Filmdb Title: Alternative Energy Sources"
30000136613795,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3845,Title mismatch,"SS Title: Alternative Energy Source
Filmdb Title: Alternative Energy Sources"
30000136613803,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3846,Title mismatch,"SS Title: Alternative Energy Source
Filmdb Title: Alternative Energy Sources"
30000136617671,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3864,Title mismatch,"SS Title: Who Is: Oscar Niemeyer
Filmdb Title: Who is: Oscar Niemeyer"
30000136617689,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3865,Title mismatch,"SS Title: Who Is: Oscar Niemeyer
Filmdb Title: Who is: Oscar Niemeyer"
30000136619099,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3872,Title mismatch,"SS Title: Who Is: Sean Kenny
Filmdb Title: Who is: Sean Kenny"
30000136619107,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3873,Title mismatch,"SS Title: Who Is: Sean Kenny
Filmdb Title: Who is: Sean Kenny"
30000136764804,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3896,Title mismatch,"SS Title: Face of the World
Filmdb Title: Face Of The World"
30000136764812,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3897,Title mismatch,"SS Title: Face of the World
Filmdb Title: Face Of The World"
30000136839739,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3966,Title mismatch,"SS Title: Alternative Energy Source
Filmdb Title: Alternative Energy Sources"
30000136937400,FINAL_NET_Elements_SendtoDatabase_20180710.csv,3996,Title mismatch,"SS Title: An Eames Celebration: Several Worlds of Charles and Ray Eames
Filmdb Title: An Eames Celebration:  Several Worlds of Charles and Ray Eames"
